index,O,F,M
2043,0,1,0
459,0,0,1
1729,0,0,1
1954,0,0,1
998,0,0,1
142,0,0,1
333,0,0.03,0.97
1187,0,1,0
2364,0,0.97,0.03
1901,0,1,0
2108,0,1,0
1055,1,0,0
1775,0,0,1
2520,0,0.27,0.73
1752,0,0,1
234,0,0,1
2055,0,1,0
1617,0,0,1
1366,0,0,1
1147,0,0,1
774,0,0.03,0.97
1174,0,0.23,0.77
1783,0,0,1
1045,1,0,0
1293,0,0.84,0.16
2487,0,0,1
49,0,0,1
2256,0,0,1
772,0,0,1
1661,0,0,1
930,0,0,1
1859,0,1,0
118,0,0.08,0.92
1916,0,0,1
595,0,0,1
1183,0,0,1
2204,0,0,1
2060,0,1,0
124,0,0,1
260,0,0,1
575,0,0,1
1652,0,0.04,0.96
1296,0,0,1
708,0,1,0
1549,0,1,0
246,0,0,1
433,0,0,1
588,0,1,0
22,0,0,1
210,0,0,1
443,0,0,1
839,0,0,1
1287,0,0.03,0.97
1986,0,0,1
1895,0,0.81,0.19
75,0,0.88,0.12
317,0,0,1
1711,0,1,0
2118,0,1,0
879,0,0.62,0.38
1961,0,1,0
1975,0,1,0
590,0,0,1
490,0,0,1
303,0,0.97,0.03
2015,0,1,0
1969,0,1,0
1663,0,0.1,0.9
2087,0,1,0
532,0,1,0
1999,0,0.09,0.91
2122,0,1,0
33,0,0,1
1282,0,0.38,0.62
171,0,0,1
1589,0,0,1
1820,0,0.99,0.01
763,0,0,1
549,0,0.81,0.19
1164,0,1,0
1186,0,0.6,0.4
1779,0,0,1
1095,0,1,0
1460,0,0,1
2035,0,0.85,0.15
1251,0,0,1
1529,0,1,0
1464,0,1,0
1647,0,0,1
2198,0,0,1
224,0,0,1
1761,0,0.82,0.18
1176,0,1,0
1601,0,1,0
392,0,0.96,0.04
1173,0,0,1
806,0,1,0
671,0,0,1
1203,0,0,1
1122,0,1,0
700,0,0,1
1662,0,1,0
344,0,0,1
277,0,1,0
1497,0,1,0
2338,0,0.9,0.1
1968,0,1,0
2377,0,1,0
307,0,0,1
2158,0,0,1
2317,0,1,0
564,0,0.01,0.99
2342,0,0,1
2324,0,1,0
266,0,0.75,0.25
2356,0,0,1
422,0,0,1
896,0,1,0
2337,0,0.79,0.21
1294,0,0.23,0.77
977,0,1,0
1681,0,1,0
